,tda_mapper_ret,tda_mapper_nav,eqw_reb_ret,eqw_reb_nav
1995-01-31,0.004663876530892959,1.004663876530893,0.015824435835340583,1.0158244358353405
1995-02-28,0.031101736573974935,1.0359106677641454,0.040394791806361637,1.0568584524327238
1995-03-31,0.02932714977281218,1.0662909750689185,0.025336104678917712,1.0836351288143584
1995-04-30,0.01579409288593166,1.0831320737725876,0.021344341604833127,1.1067646071787693
1995-05-31,0.021926618904043717,1.1068814979769457,0.030631967274791217,1.1406669844067665
1995-06-30,0.02807566581712849,1.137957933013309,0.021447833671987795,1.1651318201634508
1995-07-31,0.02719419590906208,1.168903783979944,0.027124023247145836,1.1967348827395536
1995-08-31,-0.0057440312039267905,1.1621895641703752,0.005144945756641929,1.20289201879633
1995-09-30,0.012051876083834352,1.1761961287836822,0.02014557568137043,1.2271249709975078
1995-10-31,-0.022468922130156076,1.1497682695562506,-0.021300701918954126,1.2009863477729847
1995-11-30,0.0388265171063731,1.1944097669425413,0.04323305519755016,1.2529086568377583
1995-12-31,0.010586379504737972,1.2070542420195607,0.014012294496128891,1.2704647819141184
1996-01-31,0.021714615816760482,1.2332649611550064,0.025616661928757063,1.3030098487248043
1996-02-29,0.015273969232761683,1.252101812227531,0.00973808409916479,1.3156986682137264
1996-03-31,0.010070176354456267,1.2647106982903964,0.01798893158762878,1.3393666815461573
1996-04-30,0.03220059647645311,1.3054351371454986,0.024670649051666278,1.3724097268980775
1996-05-31,0.01143681248972994,1.3203651540265366,0.012313766598701467,1.389309259952888
1996-06-30,-0.009932572438872479,1.307250531488405,-0.006430557370185851,1.3803752270518306
1996-07-31,-0.05080203321489313,1.2408395465675446,-0.0477662099599838,1.3144399341329125
1996-08-31,0.03043479259164354,1.2786042408068368,0.027834801673889187,1.351027109011742
1996-09-30,0.04117173063422265,1.3312465901971107,0.040158352136611966,1.4052821314015445
1996-10-31,-0.0020640085656422023,1.328498885831962,0.011612429114396937,1.4216008705381735
1996-11-30,0.05788108710596053,1.4053938455629733,0.05535256006046688,1.50029011810665
1996-12-31,-0.00998196683534143,1.3913652508059706,-0.01380059152782082,1.479585227013434
1997-01-31,0.031238848087503927,1.43482989851013,0.03087167942523958,1.5252625078241129
1997-02-28,0.012789922343070664,1.4531812614875905,0.011882750988006601,1.5433868223959293
1997-03-31,-0.021582060054890603,1.4218186162315236,-0.02396247088909149,1.5064034605936594
1997-04-30,0.025242706426974033,1.4577091661534625,0.026208366751670844,1.545883834964884
1997-05-31,0.05421268883404269,1.536735499588672,0.05734094512462622,1.6345262751146523
1997-06-30,0.030679627039109886,1.5838819715738126,0.034813056707382196,1.6914291310199248
1997-07-31,0.05726855034580931,1.674588596004707,0.061638512372970536,1.7956863064402993
1997-08-31,-0.016001243939816435,1.6477930953812012,-0.02436072182655336,1.7519420918413562
1997-09-30,0.03259671424180401,1.70150573604096,0.04013347697257994,1.8222536194415646
1997-10-31,-0.03862788513294279,1.6357801679161266,-0.0324677218198776,1.7630891958402708
1997-11-30,0.02291181855249227,1.6732588663151864,0.02688964188098909,1.8104980329206568
1997-12-31,0.002102402937716111,1.676776730671287,0.00867817723751068,1.8262098557385067
1998-01-31,0.005033482758454551,1.6852167574348988,-0.002433503270149229,1.8217657680825883
1998-02-28,0.05838499497004187,1.7836081293411656,0.060308216214180005,1.9316332119157045
1998-03-31,0.029538569558307196,1.836293362134472,0.03833965611457822,2.0056913650000507
1998-04-30,-0.0027318498501615806,1.831276884388272,0.0027869624530007966,2.011281151526614
1998-05-31,-0.008714508163582347,1.8153182070294909,-0.014770383487442534,1.9815737576175008
1998-06-30,0.005022087141136752,1.8244348932540853,0.0037244954508935664,1.9889541200633571
1998-07-31,-0.02988185554873084,1.7699173933158026,-0.03629222893714903,1.916770541792532
1998-08-31,-0.09609225621198679,1.5998420376832487,-0.10469659304618832,1.7160911964155574
1998-09-30,0.036173439236347436,1.6577138264211382,0.04360018813610081,1.790913095437982
1998-10-31,0.047609989011699966,1.7366375634815916,0.06421256482601168,1.9059122186765467
1998-11-30,0.034997214110953946,1.7974150401238824,0.035960121989250186,1.9744490545609579
1998-12-31,0.02039163183269412,1.834067265872636,0.012895782828330994,1.9999111207741793
1999-01-31,0.002746778295014654,1.8391050420301318,-0.0017443847846224927,1.9964225062445036
1999-02-28,-0.011493256811331376,1.817967735479065,-0.011776075301417317,1.9729124844775239
1999-03-31,0.0017796890747876512,1.8212031527962136,0.01064703747095814,1.9939181576266773
1999-04-30,0.04824547381617254,1.9090679618183743,0.0791407998940106,2.1517184355444443
1999-05-31,0.0025625098003042917,1.913959967179981,-0.0012583620031595625,2.149010794823657
1999-06-30,0.021569128534315567,1.9552424157216204,0.027523517371645972,2.2081591307668407
1999-07-31,-0.019448663991813973,1.917215562955708,-0.021592067863175017,2.1604804089626333
1999-08-31,-0.010412193379785693,1.8972531437634783,-0.013853857260264321,2.1305494217632672
1999-09-30,-0.03038941530608317,1.839596730036878,-0.029556941248461612,2.0675768976772666
1999-10-31,0.005707097117916643,1.8500954872330007,0.011749540343142977,2.0918699758490757
1999-11-30,-0.00108504316969627,1.8480880537612927,-0.005566626610142172,2.080225316776557
1999-12-31,0.025017384125160285,1.8943223824993587,0.027763804350749096,2.1379802854770165
2000-01-31,-0.034347586527696115,1.8292569805551107,-0.04146799962677642,2.0493225197968004
2000-02-29,-0.03533019534749194,1.7646289740913355,-0.04704920962423146,1.9529035149752225
2000-03-31,0.07402277307477688,1.8952517042016748,0.07540409900471118,2.1001604449650624
2000-04-30,0.013447806235745253,1.920738681887745,0.018074788301589477,2.138120400407178
2000-05-31,0.0022278359901607148,1.9250177726509483,0.013717540825505652,2.16745015428961
2000-06-30,-0.004864593341353687,1.915653344012123,-0.023711888794879968,2.1160558172626494
2000-07-31,-0.006106352653445299,1.9039556891318332,-0.00028656399250030827,2.115449431859301
2000-08-31,0.03540299042015639,1.97136141415457,0.038454939961433385,2.196798912752899
2000-09-30,-0.00908438684842296,1.9534528044503356,-0.008801968336105349,2.177462758282057
2000-10-31,0.01988573955947374,1.9922986581613586,0.022000485432600067,2.2253679959756707
2000-11-30,-0.015628650926518495,1.9611617178915837,-0.014149728173505294,2.193879643746597
2000-12-31,0.01284156143838614,1.9863460965824993,0.04217284894037151,2.286401798555678
