start,end,tda_mapper_ann_return,tda_mapper_sharpe,tda_mapper_max_dd,tda_ph_ann_return,tda_ph_sharpe,tda_ph_max_dd,eqw_ann_return,eqw_sharpe,eqw_max_dd,eqw_reb_ann_return,eqw_reb_sharpe,eqw_reb_max_dd
1970-01-31,2025-11-30,0.11974188799917562,0.7503736570829754,-0.5217653756629208,0.11954929941444203,0.7498552107474664,-0.5224213060057928,0.11355223362732803,0.6623604492816306,-0.5262723700824792,0.11751220618199243,0.7452446346626386,-0.5262723700824792
