Date,tda_mapper_ret,tda_mapper_nav,tda_ph_ret,tda_ph_nav,eqw_reb_ret,eqw_reb_nav
2005-01-31,-0.009679668737060035,0.99032033126294,-0.009679668737060035,0.99032033126294,-0.018512244897959187,0.9814877551020408
2005-02-28,0.040322163561076575,1.030252189637984,0.040322163561076575,1.030252189637984,0.030157142857142865,1.0110866215451895
2005-03-31,-0.0143570186335404,1.0154608397541056,-0.0143570186335404,1.0154608397541056,-0.018612244897959193,0.9922680297319402
2005-04-30,-0.030598262462175507,0.9843895024592484,-0.030598262462175507,0.9843895024592484,-0.037806122448979594,0.9547542230976866
2005-05-31,0.04039945970695969,1.024158306499805,0.04039945970695969,1.024158306499805,0.04213061224489795,0.994978603060194
2005-06-30,0.012019670329670336,1.0364683517093263,0.012019670329670336,1.0364683517093263,0.00965714285714286,1.0045872535697467
2005-07-31,0.03554162564102566,1.07330612185455,0.03554162564102566,1.07330612185455,0.04821020408163268,1.0530186100821508
2005-08-31,-0.0012344476190476283,1.0719811816679174,-0.0012344476190476283,1.0719811816679174,-0.008506122448979586,1.0440615048437376
2005-09-30,0.02096764761904764,1.0944581053393807,0.02096764761904764,1.0944581053393807,0.007797959183673484,1.0522030538437537
2005-10-31,-0.028702738095238097,1.063044160985614,-0.028702738095238097,1.063044160985614,-0.027536734693877532,1.0232288175059705
2005-11-30,0.036248976190476165,1.1015784234666062,0.036248976190476165,1.1015784234666062,0.04086326530612243,1.065041288144587
2005-12-31,0.00938047619047619,1.1119117536398768,0.00938047619047619,1.1119117536398768,0.005104081632653057,1.070477345821423
2006-01-31,0.048777352756892246,1.1661478654817037,0.048777352756892246,1.1661478654817037,0.0449326530612245,1.1185767330111174
2006-02-28,-0.005680263157894763,1.1595238387247504,-0.005680263157894763,1.1595238387247504,0.002579591836734675,1.1214622044203542
2006-03-31,0.024814912280701765,1.1882973210700876,0.024814912280701765,1.1882973210700876,0.02826326530612245,1.1531583882346756
2006-04-30,0.018821706647571296,1.2106631046573637,0.018821706647571296,1.2106631046573637,0.017051020408163267,1.1728209154463098
2006-05-31,-0.02514723356009071,1.1802182768019605,-0.02514723356009071,1.1802182768019605,-0.03138367346938775,1.1360134867978744
2006-06-30,0.0033929138321995567,1.1842226557183366,0.0033929138321995567,1.1842226557183366,-0.001373469387755082,1.1344532070496807
2006-07-31,-0.006628287466501794,1.1763732875318913,-0.006628287466501794,1.1763732875318913,-0.015951020408163284,1.116357520791925
2006-08-31,0.020819155844155862,1.2008643863359199,0.020819155844155862,1.2008643863359199,0.01996530612244899,1.138645940436634
2006-09-30,-0.0020023376623376637,1.1984598503477994,-0.0020023376623376637,1.1984598503477994,0.013157142857142862,1.1536272677386645
2006-10-31,0.03543709956709956,1.2409297913917456,0.03543709956709956,1.2409297913917456,0.04427755102040816,1.2047070579444972
2006-11-30,0.031914816017316,1.2805338373744195,0.031914816017316,1.2805338373744195,0.030348979591836755,1.2412686878601964
2006-12-31,0.006233658008657985,1.288516247385126,0.006233658008657985,1.288516247385126,0.007389795918367344,1.2504414101433428
2007-01-31,0.029783237342367794,1.3268924326004943,0.029783237342367794,1.3268924326004943,0.029051020408163254,1.2867680090686295
2007-02-28,-0.006589637681159437,1.3181486922277847,-0.006589637681159437,1.3181486922277847,-0.003912244897959187,1.2817338574902937
2007-03-31,0.014132536231884062,1.3367774763797045,0.014132536231884062,1.3367774763797045,0.010106122448979599,1.2946872168010934
2007-04-30,0.04211906287457775,1.3930812909566606,-0.00025,1.3364432820106096,0.04393061224489796,1.3515636189008085
