,mean_seconds_per_period,total_seconds
runtime_tda_mapper_seconds,44.245124593799844,221.22562296899923
runtime_tda_ph_seconds,50.61443632539958,253.07218162699792
runtime_eqw_reb_seconds,0.19307466259924694,0.9653733129962347
