dataset,start,end,n_months_total_with_warmup,n_assets_total_in_subpanel,tda_mapper_total_return,tda_mapper_ann_return_geo,tda_mapper_ann_vol,tda_mapper_sharpe,tda_mapper_sortino,tda_mapper_max_dd,tda_ph_total_return,tda_ph_ann_return_geo,tda_ph_ann_vol,tda_ph_sharpe,tda_ph_sortino,tda_ph_max_dd,eqw_reb_total_return,eqw_reb_ann_return_geo,eqw_reb_ann_vol,eqw_reb_sharpe,eqw_reb_sortino,eqw_reb_max_dd,final_nav_tda_mapper,final_nav_tda_ph,final_nav_eqw_reb
sp500,1975-01-31,1984-12-31,180,794,2.47926906318803,0.13278842203186425,0.10033680081423135,0.44624528134824787,0.6770287129288166,-0.08984774180354249,2.464679009840095,0.1323124969378877,0.10442949553000841,0.4287200107212835,0.6462261691405321,-0.10733846698290683,3.303857086558402,0.1571396739955213,0.12953782937985686,0.5349926230727894,0.8748749685799769,-0.10800005011668112,3.47926906318803,3.464679009840095,4.303857086558402
sp500,1985-01-31,1994-12-31,181,814,1.1539759217853427,0.07975216724531586,0.08774390249224377,0.2799904512100495,0.37365595847602123,-0.17361438304779964,1.0992211834365122,0.07697549090040035,0.08950173908029305,0.24751339766846406,0.3280919971452569,-0.17361438304779964,2.0506451155117165,0.11799321758491521,0.12939591209265355,0.4967190331527192,0.7005620199802647,-0.2333491513132976,2.1539759217853427,2.099221183436512,3.0506451155117165
sp500,1995-01-31,2004-12-31,181,861,1.7909426650172655,0.10809014260030114,0.0925140967310371,0.7467158749917481,1.1372548397258555,-0.12738798975325571,1.8129400558904476,0.10896042448030485,0.0938706040099153,0.7464407644480439,1.1418955762538536,-0.14561810791038532,2.0696084702338324,0.11868624573883113,0.109066927505685,0.7372256528947724,1.1322077120260468,-0.17745954366664218,2.7909426650172655,2.8129400558904476,3.0696084702338324
sp500,2005-01-31,2014-12-31,181,865,0.6800894631232299,0.05325429991101438,0.08770920458656144,0.4746989809141627,0.6428995538190679,-0.34114871107312916,0.7405561241549319,0.05698494894126638,0.08972555556868346,0.5052561554096797,0.6921352049958746,-0.3483698666460019,1.0744268237379524,0.0756966396735812,0.13110598527045145,0.5149430880003395,0.7510733154929861,-0.44755770246563387,1.68008946312323,1.7405561241549319,2.0744268237379524
sp500,2015-01-31,2025-11-30,192,821,0.966136532988616,0.06388799663739375,0.08988722838595685,0.5251871168750337,0.7551018473905236,-0.13512323969696827,0.8428052089750739,0.05759338690248739,0.09346816420581594,0.44558563363067627,0.619893366179403,-0.1454217347576886,1.5730356207186267,0.09043074591386135,0.12973394721231887,0.5888812215457251,0.8975239415842616,-0.2184859599315404,1.966136532988616,1.842805208975074,2.5730356207186267
