rebalance_date,n_assets_panel,n_assets_used_ph,landscape_norm_L2,market_safe,H0_count,H1_count,H1_total_persistence,H1_max_persistence,H1_q50,H1_q75,H1_q90
1984-12-31,501,500,1.5726979626458768,True,499.0,830.0,36.77477693557739,0.18702411651611328,0.03492140769958496,0.06408117711544037,0.09801506400108337
1985-03-31,500,500,1.5819987717062924,True,499.0,734.0,30.399597883224487,0.22369706630706787,0.03515121340751648,0.05895443260669708,0.0871697187423706
1985-06-30,502,500,1.4705133828250332,True,494.0,663.0,27.72042965888977,0.2077767252922058,0.0330427885055542,0.05943223834037781,0.09255954027175906
1985-09-30,501,493,1.3389932629740429,True,490.0,672.0,26.515830278396606,0.19844448566436768,0.030352681875228882,0.05769182741641998,0.0890502095222473
1985-12-31,501,498,1.4558611594133795,True,497.0,727.0,28.82851555943489,0.24170589447021484,0.03081834316253662,0.055820345878601074,0.08843755722045898
1986-03-31,500,500,1.4184873291339444,True,498.0,703.0,28.909274518489838,0.21772915124893188,0.032491326332092285,0.06157812476158142,0.08751710653305056
1986-06-30,503,500,1.4561625314164357,True,497.0,775.0,33.082666516304016,0.1992814540863037,0.03353679180145264,0.06081300973892212,0.09300416707992555
1986-09-30,500,500,1.4660356961139764,True,499.0,641.0,24.8070530295372,0.19418513774871826,0.03039729595184326,0.052783310413360596,0.08212244510650635
1986-12-31,501,500,1.2586257059655643,True,497.0,671.0,25.507945328950882,0.17243140935897827,0.029626309871673584,0.05601668357849121,0.08133625984191895
1987-03-31,502,498,1.1801848084845812,True,497.0,631.0,22.245762765407562,0.20179486274719238,0.02766495943069458,0.049775391817092896,0.07374495267868042
1987-06-30,505,500,1.1550881708983887,True,496.0,617.0,23.825173139572144,0.16886097192764282,0.03152310848236084,0.05585968494415283,0.08531612157821651
1987-09-30,504,500,1.2272664387888863,True,499.0,619.0,24.21203938126564,0.18742531538009644,0.030975520610809326,0.05698993802070618,0.0812516212463379
1987-12-31,502,498,0.8530248456116578,True,496.0,541.0,16.074751555919647,0.16677188873291016,0.024814963340759277,0.0398542582988739,0.06112641096115112
1988-03-31,501,500,1.220196373513051,True,498.0,567.0,17.955370873212814,0.27083611488342285,0.023108303546905518,0.04656359553337097,0.06581157445907594
1988-06-30,500,500,0.9793580672786315,True,499.0,629.0,19.415293872356415,0.21510952711105347,0.024257123470306396,0.04354250431060791,0.0682228446006775
1988-09-30,503,500,0.9554854679185909,True,499.0,625.0,20.338334918022156,0.15617501735687256,0.02446085214614868,0.048633694648742676,0.07197179794311524
1988-12-31,494,499,0.8439022801990715,True,498.0,642.0,19.86721071600914,0.13960105180740356,0.02614039182662964,0.0450042188167572,0.06348615884780884
1989-03-31,500,499,1.0364871560984794,True,498.0,582.0,18.118093013763428,0.24011272192001343,0.024461865425109863,0.044078439474105835,0.0691933125257492
1989-06-30,502,500,1.4217306390902003,True,499.0,657.0,26.525536745786667,0.2928681969642639,0.031322479248046875,0.05797094106674194,0.08704069852828979
1989-09-30,501,500,1.2828117218196815,True,497.0,759.0,30.396630823612213,0.21708136796951294,0.032500505447387695,0.05672711133956909,0.08440113067626953
1989-12-31,501,500,1.3535287786046133,False,496.0,799.0,32.87463629245758,0.1686381697654724,0.03313100337982178,0.05916282534599304,0.08955998420715336
1990-03-31,500,500,1.2980669812483017,True,499.0,780.0,31.30055660009384,0.2457195520401001,0.03322306275367737,0.05914194881916046,0.08741068243980409
1990-06-30,501,498,1.3102431245027861,True,497.0,760.0,28.700785279273987,0.17791986465454102,0.030335992574691772,0.054998159408569336,0.08498675227165224
1990-09-30,505,500,1.1655614913836156,True,499.0,662.0,23.598491430282593,0.1554660201072693,0.02899441123008728,0.05285504460334778,0.07815749049186706
1990-12-31,502,500,0.981521868883374,True,498.0,668.0,22.886602729558945,0.1373683214187622,0.026777833700180054,0.05202473700046539,0.0747201204299927
1991-03-31,500,500,1.1031266830791926,True,495.0,701.0,25.716940015554428,0.17136311531066895,0.02912425994873047,0.054198622703552246,0.07870215177536011
1991-06-30,502,500,1.1016849988318183,True,499.0,665.0,23.45528271794319,0.19146376848220825,0.027771055698394775,0.051772356033325195,0.07456830739974976
1991-09-30,501,500,1.224496108494838,True,499.0,713.0,25.399505853652954,0.17458617687225342,0.02773153781890869,0.051420629024505615,0.07573870420455935
1991-12-31,505,500,1.1502098007028834,True,499.0,668.0,22.50192180275917,0.17746281623840332,0.025632262229919434,0.048370569944381714,0.07673970460891724
1992-03-31,502,500,1.0181218256612592,True,498.0,713.0,25.502976536750793,0.15876436233520508,0.030055701732635498,0.051748812198638916,0.07607206106185915
1992-06-30,501,500,1.3067665777935882,True,499.0,790.0,31.92408311367035,0.16612184047698975,0.034856975078582764,0.05868515372276306,0.0832178294658661
1992-09-30,501,500,1.183564576345874,True,499.0,832.0,34.13746929168701,0.16215109825134277,0.033580631017684937,0.060464516282081604,0.08989948034286499
1992-12-31,505,500,1.2729897611670236,True,499.0,805.0,33.07908082008362,0.16866153478622437,0.032282888889312744,0.0593719482421875,0.08888670206069949
1993-03-31,501,500,1.3865865035826939,False,499.0,858.0,37.94466978311539,0.1744707226753235,0.03557467460632324,0.0662534236907959,0.09235727190971378
1993-06-30,503,499,1.4315261385833356,False,498.0,837.0,35.39221125841141,0.18770408630371094,0.033136188983917236,0.0642356276512146,0.08914774656295776
1993-09-30,500,500,1.6646653656329864,False,499.0,1091.0,58.067171812057495,0.20556259155273438,0.043079495429992676,0.07814738154411316,0.1185452938079834
1993-12-31,502,500,1.4587457132104933,True,499.0,1096.0,58.47124522924423,0.2148612141609192,0.043864160776138306,0.07601118087768555,0.11651673913002014
1994-03-31,503,500,1.44515678069706,True,499.0,1037.0,50.7289634346962,0.1852681040763855,0.03961414098739624,0.07242780923843384,0.10536792278289793
1994-06-30,500,500,1.601168227838922,False,499.0,1035.0,52.68714678287506,0.18767839670181274,0.041631221771240234,0.0727817714214325,0.11253466606140138
1994-09-30,502,500,1.4618339381839434,True,499.0,1014.0,48.0060732960701,0.18984299898147583,0.037965476512908936,0.0712566077709198,0.10356408953666688
