Date,tda_mapper_ret,tda_mapper_nav,tda_ph_ret,tda_ph_nav,eqw_reb_ret,eqw_reb_nav
1995-01-31,0.0009290882154882384,1.0009290882154882,0.006655555555555574,1.0066555555555556,0.013306122448979612,1.0133061224489797
1995-02-28,0.03280160673400672,1.0337611705357606,0.033438690476190455,1.0403167990939155,0.03894489795918364,1.0527692259891712
1995-03-31,0.04497719865319864,1.0802568520629106,0.039220579365079354,1.0811186266776036,0.03342244897959184,1.0879553517320786
1995-04-30,0.011986913419913446,1.093205797419857,0.008638825396825403,1.0904582217267271,0.01599183673469389,1.1053537560916145
1995-05-31,0.021432857142857118,1.1166363211036998,0.02291862698412697,1.1154500269522565,0.02545306122448978,1.1334883929201343
1995-06-30,0.03007833333333336,1.150222880581964,0.028164436507936545,1.1468660484141293,0.0313326530612245,1.169003591484426
1995-07-31,0.025401912972085383,1.1794407420930086,0.034951511904761916,1.186950750758443,0.041953061224489795,1.2180468707296206
1995-08-31,0.0124700985221675,1.1941484843479668,0.006673178571428587,1.1948714850737454,0.00912857142857144,1.2291658985924239
1995-09-30,0.007280886699507384,1.2028429441648927,0.013608309523809498,1.211131666083803,0.023459183673469386,1.2580011271726685
1995-10-31,-0.04012049158456486,1.1545842939459718,-0.029645205627705624,1.175227418800523,-0.02231428571428571,1.229929730592044
1995-11-30,0.05604437500000002,1.21929224908499,0.053311969696969684,1.2378811073386644,0.04920612244897957,1.2904498035191965
1995-12-31,0.02690928571428573,1.2521025325848318,0.0247039393939394,1.2684616471912615,0.015338775510204091,1.3102437233625643
1996-01-31,0.034393865950226275,1.2951671792464934,-0.00025,1.2681445317794637,0.026230612244897988,1.3446122184163993
1996-02-29,0.02555547511312212,1.3282657918630598,0.0,1.2681445317794637,0.022877551020408133,1.3753736530458849
1996-03-31,0.01884141402714931,1.3532921975856511,0.0,1.2681445317794637,0.019455102040816317,1.4021316878101429
1996-04-30,0.015903833032980055,1.374814730740888,0.0,1.2681445317794637,0.026132653061224493,1.4387731087538345
1996-05-31,0.046805956709956735,1.4391642495121568,0.0,1.2681445317794637,0.03171020408163268,1.4843968976595836
1996-06-30,-0.009183255411255413,1.425948036630139,0.0,1.2681445317794637,-0.008593877551020401,1.4716401724839827
1996-07-31,-0.05054221951659449,1.3538774579435215,-0.051608229813664565,1.2026978373464472,-0.056087755102040796,1.389099178891376
1996-08-31,0.022019653679653653,1.3836893706921278,0.03232223602484468,1.2415717207117294,0.03345714285714284,1.4355744685622847
1996-09-30,0.04288852002164499,1.4430337599707943,0.04531274327122152,1.2978307413451486,0.048591836734693854,1.505331668759158
1996-10-31,-0.003107703598484851,1.4385492387621979,0.002043812974465168,1.3004832646529696,0.0018877551020408392,1.5081733662971217
1996-11-30,0.04884046874999996,1.508808657903299,0.05521857142857138,1.3722940926938711,0.057334693877550975,1.5946440245680427
1996-12-31,0.02240885416666665,1.5426193310836582,0.008767222222222237,1.384325299958761,-0.0013061224489795817,1.5925612242094234
1997-01-31,0.03939333489974938,1.603388251015864,0.04516723602484471,1.4468514475171623,0.045046938775510206,1.6643012321726367
1997-02-28,0.033372775689223075,1.656897767459752,0.02152050724637685,1.4779884245778863,0.006726530612244928,1.6754962053588427
1997-03-31,-0.04843236215538851,1.5766502947316867,-0.05048434782608695,1.403373142868566,-0.043542857142857154,1.6025403134455034
1997-04-30,0.025150220276164224,1.616303396942668,0.026953210835058684,1.4411985550685615,0.03257755102040816,1.6547471522690353
1997-05-31,0.06259397064288373,1.7174742443208906,0.0651748015873016,1.535128384943061,0.0692816326530612,1.7693907366062378
1997-06-30,0.04017958008175398,1.7864816382589317,0.03970174603174601,1.5960756622081946,0.04196122448979589,1.8436365385151372
1997-07-31,0.0792469261798808,1.9280548167677496,0.07245569444444451,1.711720432699366,0.06633877551020413,1.9659411289661026
