,mean_seconds_per_period,total_seconds
runtime_tda_mapper_seconds,8.522646275998705,42.61323137999352
runtime_tda_ph_seconds,5.690669491198787,28.453347455993935
runtime_eqw_reb_seconds,0.04708827099966584,0.2354413549983292
